Date,SPY,SPY_Volume,VOO,VOO_Volume,IVV,IVV_Volume,QQQ,QQQ_Volume,DIA,DIA_Volume
2021-04-07 20:32,406.0199890136719,30046659.0,373.2080078125,1620874.0,407.5499877929688,1566921.0,331.0494079589844,19324664.0,334.07000732421875,1801020.0
2021-04-07 20:33,406.17999267578125,30118442.0,373.3500061035156,1622769.0,407.7085876464844,1569323.0,331.1199951171875,19379273.0,334.1300048828125,1802941.0
2021-04-07 20:34,406.1600036621094,30413894.0,373.3695068359375,1625071.0,407.6900024414063,1573052.0,331.125,19701695.0,334.0899963378906,1804074.0
2021-04-07 20:35,406.17999267578125,30464006.0,373.3699951171875,1626541.0,407.7200012207031,1575411.0,331.25,19754892.0,334.0799865722656,1807391.0
2021-04-07 20:36,406.1400146484375,30495630.0,373.3110046386719,1627931.0,407.656494140625,1577887.0,331.17999267578125,19792198.0,334.0299987792969,1809082.0
2021-04-07 20:37,406.239990234375,30524262.0,373.4100036621094,1642868.0,407.70001220703125,1582366.0,331.260009765625,19821384.0,334.0799865722656,1810423.0
2021-04-07 20:38,406.1300048828125,30605986.0,373.2900085449219,1646593.0,407.6499938964844,1585385.0,331.135009765625,19864561.0,334.0400085449219,1817917.0
2021-04-07 20:39,406.25,30680720.0,373.43701171875,1649542.0,407.739990234375,1591046.0,331.3299865722656,19922762.0,334.05999755859375,1821597.0
2021-04-07 20:40,406.2300109863281,30767415.0,373.38018798828125,1650925.0,407.7200012207031,1595314.0,331.29998779296875,19955307.0,334.07501220703125,1822584.0
2021-04-07 20:41,406.2699890136719,30805040.0,373.4200134277344,1652449.0,407.7763977050781,1596762.0,331.30499267578125,19972094.0,334.1000061035156,1823803.0
2021-04-07 20:42,406.2300109863281,30836387.0,373.4400024414063,1653082.0,407.7365112304688,1597774.0,331.2799987792969,20001080.0,334.04998779296875,1824405.0
2021-04-07 20:43,406.25,30855804.0,373.4400024414063,1653591.0,407.760009765625,1600922.0,331.3399963378906,20030365.0,334.0299987792969,1825321.0
2021-04-07 20:44,406.239990234375,30899372.0,373.4100036621094,1655242.0,407.760009765625,1605042.0,331.30999755859375,20063559.0,334.04998779296875,1827803.0
2021-04-07 20:45,406.2999877929688,31019897.0,373.4700012207031,1671361.0,407.7999877929688,1612747.0,331.29998779296875,20118018.0,334.1000061035156,1829604.0
2021-04-07 20:46,406.2999877929688,31088765.0,373.5199890136719,1675126.0,407.7999877929688,1626756.0,331.29998779296875,20176083.0,334.1700134277344,1836273.0
2021-04-07 20:47,406.30999755859375,31125297.0,373.4794006347656,1676226.0,407.8450012207031,1634148.0,331.364990234375,20200754.0,334.1499938964844,1837747.0
2021-04-07 20:48,406.2999877929688,31153542.0,373.489990234375,1679991.0,407.80999755859375,1645122.0,331.3599853515625,20233429.0,334.1549987792969,1839180.0
2021-04-07 20:49,406.260009765625,31187167.0,373.43890380859375,1681781.0,407.7699890136719,1654662.0,331.2950134277344,20274933.0,334.1499938964844,1841182.0
2021-04-07 20:50,406.2200012207031,31244980.0,373.4400024414063,1685437.0,407.75,1659144.0,331.2950134277344,20295417.0,334.1600036621094,1843134.0
2021-04-07 20:51,406.2149963378906,31297880.0,373.3999938964844,1686399.0,407.739990234375,1663338.0,331.2372131347656,20331646.0,334.1400146484375,1844474.0
2021-04-07 20:52,406.2301025390625,31332415.0,373.4200134277344,1689205.0,407.75,1665151.0,331.32000732421875,20344085.0,334.1400146484375,1844746.0
2021-04-07 20:53,406.25,31369351.0,373.42999267578125,1691509.0,407.7955932617188,1670302.0,331.375,20393805.0,334.11199951171875,1847284.0
2021-04-07 20:54,406.2999877929688,31434690.0,373.47601318359375,1701078.0,407.80999755859375,1718376.0,331.3999938964844,20451459.0,334.1300048828125,1850607.0
2021-04-07 20:55,406.2950134277344,31486911.0,373.4750061035156,1705979.0,407.8399963378906,1723293.0,331.3999938964844,20484595.0,334.1299133300781,1853221.0
2021-04-07 20:56,406.3399963378906,31530158.0,373.5150146484375,1708436.0,407.8599853515625,1728442.0,331.3800048828125,20518480.0,334.1702880859375,1854999.0
2021-04-07 20:57,406.32501220703125,31557738.0,373.4960021972656,1710870.0,407.8900146484375,1738056.0,331.3900146484375,20556271.0,334.19000244140625,1860212.0
2021-04-07 20:58,406.3349914550781,31647059.0,373.510009765625,1718021.0,407.8800048828125,1744882.0,331.42999267578125,20575310.0,334.2900085449219,1862893.0
2021-04-07 20:59,406.4400024414063,32088421.0,373.5799865722656,1752474.0,407.95001220703125,1788817.0,331.3999938964844,20767573.0,334.2774963378906,1877491.0
2021-04-07 21:00,406.3901062011719,32169557.0,373.5400085449219,1759219.0,407.8999938964844,1794776.0,331.3800048828125,20812493.0,334.2099914550781,1880004.0
2021-04-07 21:01,406.4800109863281,32231406.0,373.6400146484375,1763480.0,408.0,1804720.0,331.6199951171875,20945776.0,334.25,1882457.0
2021-04-07 21:02,406.6900024414063,32466533.0,373.8200073242188,1776665.0,408.17999267578125,1812061.0,331.82818603515625,21073069.0,334.3500061035156,1891281.0
2021-04-07 21:03,406.55999755859375,32527068.0,373.7101135253906,1791592.0,408.0899963378906,1824301.0,331.7799987792969,21126205.0,334.2898864746094,1892224.0
2021-04-07 21:04,406.5299987792969,32600131.0,373.67999267578125,1799376.0,408.05511474609375,1834518.0,331.70001220703125,21181732.0,334.2439880371094,1894503.0
2021-04-07 21:05,406.5849914550781,32667515.0,373.67999267578125,1801201.0,408.0899963378906,1842541.0,331.7900085449219,21256138.0,334.2300109863281,1896480.0
